R57,14,addPerson,13.572336,2014-07-30 01:39:56
R57,14,addPerson,6.752534,2014-07-30 01:39:56
R57,14,addPerson,10.97242,2014-07-30 01:39:56
R57,14,addPerson,79.822459,2014-07-30 01:39:56
R57,14,addPerson,23.935558,2014-07-30 01:39:56
R57,14,addPerson,5.417263,2014-07-30 01:39:56
R57,14,addPerson,87.78059,2014-07-30 01:39:56
R57,14,addPerson,18.570745,2014-07-30 01:39:56
R57,14,addPerson,32.209537,2014-07-30 01:39:56
R57,14,addPerson,14.647129,2014-07-30 01:39:49
R57,14,addPerson,5.356692,2014-07-30 01:39:49
R57,14,addPerson,8.172995,2014-07-30 01:39:49
R57,14,addPerson,9.657126,2014-07-30 01:39:49
R57,14,addPerson,22.777703,2014-07-30 01:39:49
R57,14,addPerson,15.602609,2014-07-30 01:39:49
R57,14,addPerson,13.779687,2014-07-30 01:39:49
R57,14,addPerson,5.21065,2014-07-30 01:39:49
R57,14,addPerson,43.014051,2014-07-30 01:39:49
R57,14,addPerson,9.738339,2014-07-30 01:39:49
R57,14,addPerson,9.224592,2014-07-30 01:39:49
R57,14,addPerson,26.973442,2014-07-30 01:39:49
R57,14,addPerson,8.814202,2014-07-30 01:39:59
R57,14,addPerson,8.738017,2014-07-30 01:39:59
R57,14,addPerson,61.839035,2014-07-30 01:39:59
R57,14,addPerson,9.741787,2014-07-30 01:39:52
R57,14,addPerson,30.175059,2014-07-30 01:39:52
R57,14,addPerson,6.242661,2014-07-30 01:39:48
R57,14,addPerson,23.821903,2014-07-30 01:39:48
R57,14,addPerson,38.769311,2014-07-30 01:39:48
R57,14,addPerson,4.914383,2014-07-30 01:39:48
R57,14,addPerson,7.05731,2014-07-30 01:39:48
R57,14,addPerson,138.24322,2014-07-30 01:39:48
R57,14,addPerson,7.442245,2014-07-30 01:39:48
R57,14,addPerson,4.236929,2014-07-30 01:39:48
R57,14,addPerson,10.035988,2014-07-30 01:39:48
R57,14,addPerson,20.6228,2014-07-30 01:39:55
R57,14,addPerson,4.433252,2014-07-30 01:39:55
R57,14,addPerson,10.04651,2014-07-30 01:39:50
R57,14,addPerson,4.712033,2014-07-30 01:39:50
R57,14,addPerson,7.146153,2014-07-30 01:39:50
R57,14,addPerson,34.942281,2014-07-30 01:39:50
R57,14,addPerson,5.756893,2014-07-30 01:39:50
R57,14,addPerson,10.762801,2014-07-30 01:39:50
R57,14,addPerson,53.544432,2014-07-30 01:39:50
R57,14,addPerson,5.473463,2014-07-30 01:39:50
R57,14,addPerson,5.933158,2014-07-30 01:39:50
R57,14,addPerson,7.180838,2014-07-30 01:39:50
R57,14,addPerson,17.792538,2014-07-30 01:39:50
R57,14,addPerson,5.523124,2014-07-30 01:39:50
R57,14,addPerson,22.343647,2014-07-30 01:39:50
R57,14,addPerson,31.213491,2014-07-30 01:39:50
R57,14,addPerson,5.030735,2014-07-30 01:39:50
R57,14,addPerson,7.198261,2014-07-30 01:39:50
R57,14,addPerson,12.346383,2014-07-30 01:39:50
R57,14,addPerson,5.454953,2014-07-30 01:39:50
R57,14,addPerson,6.869395,2014-07-30 01:39:50
R57,14,addPerson,6.241734,2014-07-30 01:39:50
R57,14,addPerson,24.176825,2014-07-30 01:39:50
R57,14,addPerson,13.336521,2014-07-30 01:39:50
R57,14,addPerson,7.778335,2014-07-30 01:39:50
R57,14,addPerson,4.226138,2014-07-30 01:39:50
R57,14,addPerson,26.779907,2014-07-30 01:39:50
R57,14,addPerson,24.984456,2014-07-30 01:39:50
R57,14,addPerson,5.985254,2014-07-30 01:39:50
R57,14,addPerson,5.801071,2014-07-30 01:39:53
R57,14,addPerson,4.62071,2014-07-30 01:39:53
R57,14,addPerson,24.536626,2014-07-30 01:39:53
R57,14,addPerson,9.134318,2014-07-30 01:39:53
R57,14,addPerson,5.056821,2014-07-30 01:39:53
R57,14,addPerson,5.193486,2014-07-30 01:39:53
R57,14,addPerson,23.249832,2014-07-30 01:39:53
R57,14,addPerson,4.977519,2014-07-30 01:39:53
R57,14,addPerson,8.021819,2014-07-30 01:39:53
R57,14,addPerson,18.316537,2014-07-30 01:39:53
R57,14,addPerson,5.180262,2014-07-30 01:39:53
R57,14,addPerson,5.84124,2014-07-30 01:39:53
R57,14,addPerson,7.62873,2014-07-30 01:39:53
R57,14,addPerson,5.6347,2014-07-30 01:39:53
R57,14,addPerson,4.555458,2014-07-30 01:39:53
R57,14,addPerson,44.993456,2014-07-30 01:39:53
R57,14,addPerson,7.191436,2014-07-30 01:39:53
R57,14,addPerson,15.030053,2014-07-30 01:39:53
R57,14,addPerson,8.768948,2014-07-30 01:39:53
R57,14,addPerson,75.797888,2014-07-30 01:39:53
R57,14,addPerson,21.991709,2014-07-30 01:39:53
R57,14,addPerson,25.973498,2014-07-30 01:39:53
R57,14,addPerson,19.756369,2014-07-30 01:39:53
R57,14,addPerson,9.373453,2014-07-30 01:39:53
R57,14,addPerson,26.41007,2014-07-30 01:39:53
R57,14,addPerson,75.359015,2014-07-30 01:39:53
R57,14,addPerson,7.493823,2014-07-30 01:39:53
R57,14,addPerson,5.220935,2014-07-30 01:39:53
R57,14,addPerson,5.906549,2014-07-30 01:39:53
R57,14,addPerson,11.804587,2014-07-30 01:39:53
R57,14,addPerson,4.900553,2014-07-30 01:39:53
R57,14,addPerson,19.312059,2014-07-30 01:39:53
R57,14,addPerson,6.326466,2014-07-30 01:39:53
R57,14,addPerson,6.164294,2014-07-30 01:39:53
R57,14,addPerson,83.605109,2014-07-30 01:39:57
R57,14,addPerson,7.423195,2014-07-30 01:39:57
R57,14,addPerson,59.295024,2014-07-30 01:39:57
R57,14,addPerson,144.488639,2014-07-30 01:39:57
R57,14,addPerson,8.704649,2014-07-30 01:39:57
R57,14,addPerson,5.386656,2014-07-30 01:39:57
R57,14,addPerson,8.074428,2014-07-30 01:39:57
R57,14,addPerson,13.11638,2014-07-30 01:39:57
R57,14,addPerson,4.896246,2014-07-30 01:39:57
R57,14,addPerson,6.273357,2014-07-30 01:39:54
R57,14,addPerson,30.381372,2014-07-30 01:39:54
R57,14,addPerson,6.62387,2014-07-30 01:39:54
R57,14,addPerson,6.096317,2014-07-30 01:39:54
R57,14,addPerson,5.850251,2014-07-30 01:39:54
R57,14,addPerson,5.529912,2014-07-30 01:39:54
R57,14,addPerson,18.384675,2014-07-30 01:39:54
R57,14,addPerson,8.384766,2014-07-30 01:39:54
R57,14,addPerson,9.538114,2014-07-30 01:39:54
R57,14,addPerson,18.044617,2014-07-30 01:39:54
R57,14,addPerson,14.958514,2014-07-30 01:39:54
R57,14,addPerson,4.386524,2014-07-30 01:39:54
R57,14,addPerson,4.823945,2014-07-30 01:39:54
R57,14,addPerson,16.453833,2014-07-30 01:39:54
R57,14,addPerson,6.106476,2014-07-30 01:39:54
R57,14,addPerson,7.935567,2014-07-30 01:39:54
R57,14,addPerson,6.898387,2014-07-30 01:39:54
R57,14,addPerson,8.960506,2014-07-30 01:39:54
R57,14,addPerson,5.453774,2014-07-30 01:39:54
R57,14,addPerson,8.169593,2014-07-30 01:39:54
R57,14,addPerson,6.824395,2014-07-30 01:39:54
R57,14,addPerson,8.037306,2014-07-30 01:39:54
R57,14,addPerson,25.188961,2014-07-30 01:39:54
R57,14,addPerson,15.801503,2014-07-30 01:39:54
R57,14,addPerson,4.598619,2014-07-30 01:39:54
R57,14,addPerson,41.94219,2014-07-30 01:39:54
R57,14,addPerson,6.414539,2014-07-30 01:39:54
R57,14,addPerson,8.213853,2014-07-30 01:39:54
R57,14,addPerson,4.929714,2014-07-30 01:39:54
R57,14,addPerson,64.445584,2014-07-30 01:39:54
R57,14,addPerson,4.686432,2014-07-30 01:39:54
R57,14,addPerson,6.194348,2014-07-30 01:39:54
R57,14,addPerson,4.023743,2014-07-30 01:39:54
R57,14,addPerson,26.000041,2014-07-30 01:39:54
R57,14,addPerson,5.10583,2014-07-30 01:39:54
R57,14,addPerson,36.51909,2014-07-30 01:39:54
R57,14,addPerson,22.055869,2014-07-30 01:39:54
R57,14,addPerson,6.479512,2014-07-30 01:39:54
R57,14,addPerson,5.552279,2014-07-30 01:39:54
R57,14,addPerson,7.146758,2014-07-30 01:39:54
R57,14,addPerson,4.98571,2014-07-30 01:39:47
R57,14,addPerson,6.280635,2014-07-30 01:39:47
R57,14,addPerson,5.833333,2014-07-30 01:39:47
R57,14,addPerson,44.21215,2014-07-30 01:39:47
R57,14,addPerson,6.204513,2014-07-30 01:39:47
R57,14,addPerson,5.102595,2014-07-30 01:39:47
R57,14,addPerson,6.10123,2014-07-30 01:39:47
R57,14,addPerson,29.541212,2014-07-30 01:39:47
R57,14,addPerson,4.717201,2014-07-30 01:39:47
R57,14,addPerson,9.121722,2014-07-30 01:39:47
R57,14,addPerson,7.306371,2014-07-30 01:39:47
R57,14,addPerson,8.432274,2014-07-30 01:39:47
R57,14,addPerson,6.776776,2014-07-30 01:39:47
R57,14,addPerson,5.248331,2014-07-30 01:39:47
R57,14,addPerson,7.350968,2014-07-30 01:39:47
R57,14,addPerson,7.532864,2014-07-30 01:39:47
R57,14,addPerson,6.632426,2014-07-30 01:39:47
R57,14,addPerson,5.512843,2014-07-30 01:39:47
R57,14,addPerson,30.492955,2014-07-30 01:39:47
R57,14,addPerson,6.731662,2014-07-30 01:39:47
R57,14,addPerson,4.79118,2014-07-30 01:39:47
R57,14,addPerson,46.825927,2014-07-30 01:39:47
R57,14,addPerson,5.222702,2014-07-30 01:39:47
R57,14,addPerson,6.042059,2014-07-30 01:39:47
R57,14,addPerson,5.884693,2014-07-30 01:39:47
R57,14,addPerson,6.083474,2014-07-30 01:39:47
R57,14,addPerson,8.853756,2014-07-30 01:39:47
R57,14,addPerson,50.06644,2014-07-30 01:39:47
R57,14,addPerson,46.932745,2014-07-30 01:39:47
R57,14,addPerson,29.069674,2014-07-30 01:39:47
R57,14,addPerson,7.01865,2014-07-30 01:39:47
R57,14,addPerson,8.11631,2014-07-30 01:39:47
R57,14,addPerson,8.73653,2014-07-30 01:39:47
R57,14,addPerson,44.334419,2014-07-30 01:39:47
R57,14,addPerson,6.495343,2014-07-30 01:39:47
R57,14,addPerson,5.920285,2014-07-30 01:39:47
R57,14,addPerson,4.99309,2014-07-30 01:39:47
R57,14,addPerson,19.414339,2014-07-30 01:39:47
R57,14,addPerson,9.078861,2014-07-30 01:39:47
