R57,14,addPerson,7.185292,2014-07-30 01:39:58
R57,14,addPerson,446.541973,2014-07-30 01:39:58
R57,14,addPerson,12.287446,2014-07-30 01:39:51
R57,14,addPerson,6.145446,2014-07-30 01:39:51
R57,14,addPerson,6.744548,2014-07-30 01:39:51
R57,14,addPerson,21.650236,2014-07-30 01:39:51
R57,14,addPerson,40.261645,2014-07-30 01:39:51
R57,14,addPerson,57.469289,2014-07-30 01:39:51
R57,14,addPerson,7.58488,2014-07-30 01:39:51
R57,14,addPerson,10.95438,2014-07-30 01:39:51
R57,14,addPerson,8.445266,2014-07-30 01:39:51
R57,14,addPerson,17.452556,2014-07-30 01:39:51
R57,14,addPerson,31.492919,2014-07-30 01:39:51
R57,14,addPerson,29.423665,2014-07-30 01:39:51
R57,14,addPerson,7.84147,2014-07-30 01:39:51
R57,14,addPerson,24.20446,2014-07-30 01:39:51
R57,14,addPerson,9.482728,2014-07-30 01:39:51
R57,14,addPerson,37.054496,2014-07-30 01:39:51
R57,14,addPerson,8.886773,2014-07-30 01:39:51
R57,14,addPerson,8.76882,2014-07-30 01:39:51
R57,14,addPerson,6.873742,2014-07-30 01:39:51
R57,14,addPerson,6.484998,2014-07-30 01:39:51
R57,14,addPerson,28.076654,2014-07-30 01:39:51
R57,14,addPerson,22.433583,2014-07-30 01:39:46
R57,14,addPerson,6.575318,2014-07-30 01:39:46
R57,14,addPerson,47.452265,2014-07-30 01:39:46
R57,14,addPerson,6.990927,2014-07-30 01:39:46
R57,14,addPerson,7.260852,2014-07-30 01:39:46
R57,14,addPerson,7.815694,2014-07-30 01:39:46
R57,14,addPerson,70.539261,2014-07-30 01:39:46
R57,14,addPerson,8.920473,2014-07-30 01:39:46
R57,14,addPerson,7.171726,2014-07-30 01:39:46
R57,14,addPerson,69.278144,2014-07-30 01:39:46
R57,14,addPerson,6.540638,2014-07-30 01:39:46
R57,14,addPerson,5.233056,2014-07-30 01:39:46
R57,14,addPerson,33.819476,2014-07-30 01:39:46
R57,14,addPerson,30.319614,2014-07-30 01:39:46
R57,14,addPerson,6.820155,2014-07-30 01:39:46
R57,14,addPerson,9.464141,2014-07-30 01:39:46
R57,14,addPerson,16.294788,2014-07-30 01:39:46
R57,14,addPerson,7.071018,2014-07-30 01:39:46
R57,14,addPerson,7.494696,2014-07-30 01:39:46
R57,14,addPerson,22.951341,2014-07-30 01:39:46
R57,14,addPerson,53.051416,2014-07-30 01:39:46
R57,14,addPerson,4.598491,2014-07-30 01:39:46
R57,14,addPerson,5.651628,2014-07-30 01:39:46
R57,14,addPerson,6.825552,2014-07-30 01:39:46
R57,14,addPerson,4.568611,2014-07-30 01:39:46
R57,14,addPerson,50.464254,2014-07-30 01:39:46
R57,14,addPerson,20.108119,2014-07-30 01:39:46
R57,14,addPerson,6.397779,2014-07-30 01:39:46
R57,14,addPerson,94.39886,2014-07-30 01:39:56
